cgpa,aptitude,communication,internship,training,coding,projects,placed
6.97,3,2,1,1,0,3,1
5.12,3,1,1,0,1,2,1
8.66,3,0,1,0,0,0,1
6.57,3,1,0,0,3,1,1
9.1,3,1,1,0,2,3,1
7.55,2,2,1,0,0,0,1
9.12,3,1,1,0,1,3,1
7.08,3,2,0,0,0,0,1
4.91,1,1,0,0,3,3,1
6.54,0,0,1,0,0,3,1
6.38,0,1,1,0,2,0,1
5.32,1,3,1,1,0,3,1
5.21,0,3,0,0,0,2,0
9.98,1,0,0,0,3,3,1
7.06,3,2,0,0,2,1,1
6.14,3,3,0,1,0,0,1
5.1,0,2,1,0,0,0,0
8.98,2,3,1,0,3,1,1
6.51,1,0,1,1,3,1,1
6.9,3,1,1,0,1,2,1
7.9,1,1,0,1,3,1,1
5.05,3,1,0,1,2,3,1
4.58,1,0,0,1,0,1,0
4.81,0,1,0,1,1,0,0
8.84,1,0,0,0,2,3,1
5.05,1,0,1,0,0,3,0
5.64,2,2,0,1,1,3,1
7.26,0,3,0,1,1,2,1
8.72,2,0,0,1,1,0,1
4.33,0,3,0,1,3,0,0
8.54,1,2,1,0,3,2,1
4.88,3,3,0,1,1,3,1
5.34,0,1,0,0,2,1,0
4.05,0,0,1,1,0,1,0
6.41,3,2,0,0,0,2,1
9.69,2,3,0,0,0,3,1
8.61,0,0,1,1,0,2,1
9.9,1,2,1,1,0,2,1
8.96,2,2,0,0,0,0,1
5.93,3,2,1,1,2,2,1
5.37,1,0,0,0,0,0,0
9.56,3,3,0,0,0,3,1
4.34,3,2,0,1,1,0,1
6.73,1,1,1,1,2,2,1
9.63,0,1,0,1,2,2,1
6.12,1,2,0,1,3,0,1
6.73,2,1,0,1,1,0,1
9.02,3,1,1,0,2,2,1
6.57,2,2,1,0,0,2,1
6.3,1,0,1,0,1,1,1
4.12,1,0,1,1,0,2,0
4.47,0,0,1,0,3,2,0
4.43,0,3,1,0,1,1,0
7.58,3,0,1,0,3,1,1
7.18,2,1,1,0,3,1,1
7.9,2,0,1,1,2,0,1
5.57,0,1,0,0,0,1,0
6.4,2,3,1,0,3,3,1
6.76,2,0,1,1,1,0,1
8.94,1,0,0,0,3,1,1
7.21,1,2,1,1,2,1,1
7.17,1,1,1,0,0,2,1
5.3,1,0,0,1,0,2,0
5.24,1,3,1,0,3,3,1
6.32,0,1,1,0,2,3,1
6.49,0,3,1,1,2,2,1
8.26,1,3,0,0,1,3,1
7.22,0,1,0,0,2,2,1
5.9,1,0,1,1,3,2,1
4.93,1,3,1,1,1,2,1
8.42,0,1,1,1,0,0,1
9.07,3,1,1,0,2,2,1
7.34,1,3,0,0,1,2,1
7.15,2,3,0,1,2,0,1
6.97,0,2,0,1,2,3,1
8.03,0,2,1,1,0,1,1
8.6,1,1,0,0,2,0,1
6.06,1,3,0,0,0,2,1
8.7,3,2,1,1,3,1,1
6.74,2,3,0,0,0,3,1
8.76,1,1,1,0,1,3,1
9.33,0,3,0,0,1,0,1
7.62,2,0,0,1,0,0,1
5.51,0,2,1,0,1,1,0
8.97,3,1,0,0,2,3,1
8.88,3,1,0,1,0,0,1
8.72,0,2,1,1,1,2,1
4.7,0,2,1,0,0,3,0
9.32,2,1,1,0,2,0,1
9.21,2,3,0,1,2,0,1
5.34,1,2,0,1,0,1,0
9.61,2,1,1,0,2,3,1
7.56,0,1,1,0,3,2,1
4.78,1,1,1,1,0,3,1
8.51,1,0,1,0,0,1,1
8.28,0,0,0,0,0,1,0
5.79,2,1,0,1,2,2,1
7.28,2,3,1,0,1,3,1
5.51,0,2,1,1,2,2,1
7.6,1,0,1,1,0,0,1
4.41,3,1,0,1,2,3,1
5.52,1,0,1,0,3,3,1
8.69,0,3,0,0,0,3,1
4.04,2,0,0,1,1,3,0
8.8,2,3,0,1,2,2,1
5.01,2,0,1,0,3,1,1
8.3,0,2,0,0,1,3,1
4.12,1,3,1,0,2,0,0
5.17,1,1,0,0,3,1,1
5.02,0,0,0,0,1,0,0
7.78,2,0,1,1,2,3,1
9.58,3,1,0,0,0,2,1
7.54,3,0,1,0,0,2,1
5.31,2,1,0,1,3,2,1
9.9,2,2,0,1,1,2,1
4.53,1,2,1,1,2,3,1
9.09,0,2,0,0,3,2,1
7.68,2,0,1,1,3,1,1
4.83,2,3,0,1,0,3,1
5.95,1,2,0,1,3,3,1
7.08,0,0,0,1,3,2,1
4.14,3,2,1,0,0,2,1
5.27,2,3,1,0,0,1,1
5.22,2,3,0,0,2,1,1
5.19,0,3,0,1,1,0,0
4.28,2,0,1,1,3,3,1
8.55,3,3,1,1,3,3,1
9.55,3,0,0,0,0,2,1
9.72,2,2,1,1,2,3,1
4.46,0,1,0,1,1,2,0
7.39,1,0,0,0,2,3,1
4.14,1,3,1,0,2,3,1
6.52,2,0,0,1,0,1,1
7.67,3,0,1,1,3,3,1
4.4,3,3,1,1,0,1,1
8.71,3,0,0,1,1,3,1
5.78,2,2,0,1,1,3,1
9.46,2,1,1,1,1,3,1
6.3,1,2,1,1,0,1,1
4.27,1,3,0,1,2,0,0
6.37,2,1,0,1,1,1,1
6.33,0,0,0,0,0,2,0
4.04,2,0,1,1,2,1,0
5.19,3,3,0,1,3,1,1
5.29,1,1,1,1,0,1,0
8.16,2,3,1,1,2,2,1
5.48,1,0,1,0,0,1,0
8.04,0,0,0,1,0,3,1
4.54,2,0,1,0,3,3,1
8.7,2,0,1,0,2,0,1
8.86,2,2,0,0,3,0,1
4.27,1,1,0,1,1,1,0
8.78,0,3,1,0,0,3,1
7.69,0,3,1,0,1,3,1
6.0,3,3,0,1,3,1,1
5.32,2,0,1,1,0,1,0
8.96,0,3,1,0,2,0,1
8.65,0,0,0,1,3,2,1
8.6,1,3,1,1,2,2,1
7.11,1,2,1,0,0,3,1
8.85,3,0,1,1,3,2,1
8.78,0,2,1,1,0,1,1
8.79,0,2,0,0,2,1,1
6.19,0,1,0,1,2,2,1
4.55,3,3,1,1,1,2,1
5.67,0,1,0,1,0,1,0
7.07,2,1,1,0,1,3,1
8.49,2,3,0,0,3,1,1
7.13,3,2,0,0,3,1,1
9.93,3,0,0,0,1,3,1
7.68,2,1,1,0,1,0,1
9.22,3,1,0,1,3,3,1
8.67,1,3,1,0,0,2,1
8.97,1,1,1,1,3,2,1
4.26,3,1,1,0,0,2,1
4.94,2,1,0,1,1,0,0
6.13,0,2,1,1,0,3,1
4.4,1,2,1,1,3,2,1
8.53,2,1,1,1,0,2,1
4.68,2,1,1,0,2,1,1
7.7,2,2,1,0,1,3,1
9.73,0,0,0,0,3,2,1
8.01,3,1,0,0,2,0,1
5.24,0,3,1,0,1,1,1
6.01,2,1,1,1,3,1,1
9.78,0,0,1,0,2,2,1
6.27,0,0,1,0,2,3,1
8.71,1,3,1,0,2,2,1
5.18,1,1,0,1,2,3,1
7.6,2,0,1,1,2,1,1
7.48,2,2,1,1,2,1,1
4.08,3,0,0,0,3,3,1
9.53,2,3,0,0,3,0,1
5.01,0,2,1,1,3,3,1
9.53,0,2,1,1,1,2,1
9.06,2,3,1,1,0,1,1
4.41,3,3,1,0,2,0,1
9.32,3,2,1,0,2,3,1
8.88,2,0,1,1,0,1,1
8.44,0,2,1,1,1,0,1
4.81,2,0,1,1,0,2,0
7.58,2,1,0,1,0,2,1
5.23,1,0,1,0,0,2,0
6.8,2,0,1,0,0,2,1
7.49,1,3,1,1,0,3,1
8.43,2,3,0,0,1,3,1
6.21,1,2,1,1,3,0,1
4.93,1,2,1,1,3,0,1
9.64,1,0,0,1,2,1,1
8.22,0,0,1,0,2,2,1
8.73,0,2,1,1,1,3,1
8.89,0,1,1,1,2,2,1
8.31,0,2,1,0,3,0,1
6.92,2,3,0,0,1,1,1
6.47,3,2,0,0,0,1,1
6.72,3,0,0,0,1,3,1
8.9,0,1,0,1,2,0,1
6.35,0,2,0,0,3,2,1
6.26,1,0,1,0,0,1,0
6.11,0,0,0,0,2,1,0
4.79,3,1,1,0,2,3,1
5.07,0,3,1,0,1,2,1
9.98,2,3,1,0,2,2,1
8.42,3,3,0,1,1,3,1
9.12,0,3,1,1,1,1,1
5.37,3,3,1,1,1,3,1
8.08,2,0,1,0,0,0,1
7.6,0,3,0,0,3,2,1
5.66,3,3,1,0,3,1,1
9.41,3,3,0,1,1,2,1
7.4,3,1,1,0,1,2,1
7.08,1,1,1,1,1,0,1
9.23,0,0,1,1,2,3,1
8.5,3,0,0,0,2,1,1
5.93,2,2,1,0,3,2,1
6.11,0,1,0,0,1,0,0
6.15,3,1,1,1,2,1,1
8.1,1,0,1,1,2,3,1
8.19,0,1,1,1,3,3,1
9.04,2,1,0,0,1,1,1
5.98,3,3,0,0,2,1,1
9.91,3,2,1,1,0,3,1
6.93,0,2,1,0,1,2,1
8.53,1,3,0,1,1,1,1
9.57,2,0,0,1,0,1,1
6.01,0,2,0,0,2,1,1
8.33,1,3,1,0,3,3,1
6.5,1,0,1,1,3,3,1
7.06,0,3,0,1,0,3,1
5.22,1,2,1,0,3,2,1
8.52,1,3,0,1,0,3,1
4.71,0,2,1,1,1,0,0
9.35,0,1,1,0,1,0,1
5.43,3,2,1,0,2,3,1
5.42,3,0,1,1,0,3,1
9.66,2,2,1,0,0,1,1
5.58,3,0,1,1,3,3,1
4.74,3,1,1,1,1,2,1
5.17,3,2,0,0,0,2,1
8.09,3,0,1,1,0,3,1
6.83,0,3,0,1,2,3,1
9.2,1,0,0,0,1,2,1
6.57,0,3,0,0,2,2,1
9.55,0,3,0,0,2,3,1
4.5,1,3,0,1,1,2,1
6.92,2,2,1,0,3,1,1
9.02,0,0,1,1,0,2,1
9.99,3,2,1,1,0,1,1
9.85,2,0,1,1,1,1,1
8.57,0,3,1,0,1,3,1
9.23,3,2,1,1,3,3,1
6.45,2,1,0,0,2,3,1
8.39,2,3,0,0,2,1,1
8.91,2,2,1,0,3,2,1
7.16,0,1,1,0,0,1,1
7.88,2,1,1,1,3,2,1
7.84,0,2,0,1,3,1,1
4.33,2,0,1,0,3,1,1
4.68,3,3,0,1,3,3,1
5.02,0,1,1,1,3,1,1
4.83,3,0,1,0,2,2,1
5.81,0,3,1,1,2,3,1
8.32,3,2,1,0,1,2,1
9.22,3,0,0,0,1,3,1
5.23,1,1,1,0,0,2,0
5.38,3,0,1,0,3,0,1
7.0,2,0,1,1,1,1,1
8.64,1,1,0,0,1,2,1
7.1,0,0,1,1,1,0,1
4.9,1,0,0,1,2,1,0
5.38,2,1,0,0,1,3,1
9.18,2,0,1,0,2,1,1
8.69,3,3,0,1,2,1,1
8.33,1,1,0,1,3,1,1
9.01,1,2,0,1,1,1,1
4.71,2,0,0,0,3,2,1
7.27,0,0,1,0,1,1,1
9.67,3,2,1,1,2,0,1
9.54,1,0,0,0,0,3,1
6.57,2,2,0,1,3,2,1
6.67,2,3,1,0,2,3,1
8.1,2,0,1,0,2,1,1
4.97,1,2,0,1,3,3,1
4.42,0,3,1,0,1,2,1
4.14,2,2,1,0,0,1,0
6.88,1,1,0,0,3,3,1
7.14,2,0,0,1,2,0,1
5.92,3,0,0,0,0,0,0
7.98,0,1,1,1,1,2,1
4.92,1,3,0,1,3,3,1
7.9,0,2,1,0,2,1,1
6.88,3,1,0,1,0,0,1
7.38,1,3,1,0,3,3,1
8.24,1,2,0,0,2,1,1
5.33,3,1,0,0,3,2,1
5.97,0,0,0,0,1,0,0
7.84,1,3,0,0,2,0,1
6.81,3,1,1,1,1,2,1
5.71,0,3,0,1,0,2,1
9.64,1,3,1,0,1,3,1
8.42,3,0,0,1,0,2,1
4.22,1,2,0,0,1,3,0
5.37,0,3,0,1,0,0,0
8.89,0,0,0,1,2,2,1
8.98,2,2,0,0,0,2,1
5.88,0,3,1,0,2,1,1
9.58,3,3,0,1,1,0,1
9.8,0,0,1,0,2,3,1
4.64,0,3,1,0,3,3,1
8.12,1,3,0,0,0,3,1
7.53,0,3,1,0,2,0,1
9.29,0,3,0,0,1,1,1
4.02,2,2,0,1,1,3,1
9.01,2,2,0,1,3,3,1
9.03,3,0,1,1,0,2,1
5.62,1,1,1,0,1,0,0
6.47,0,3,1,1,2,2,1
9.12,1,1,1,0,1,0,1
8.46,2,0,0,1,3,2,1
9.15,3,0,1,1,1,2,1
5.18,3,0,1,1,1,2,1
5.65,0,2,1,0,2,0,1
5.95,3,2,1,0,2,0,1
8.79,0,1,1,1,0,3,1
6.9,1,3,1,0,1,0,1
6.77,1,2,1,1,3,0,1
7.86,2,0,1,0,2,2,1
7.63,2,3,0,1,3,0,1
4.25,3,0,1,1,1,1,1
7.7,3,2,0,1,0,1,1
9.27,3,0,1,1,2,0,1
7.61,0,2,1,0,1,3,1
9.97,2,2,0,0,1,3,1
9.76,0,1,0,1,0,2,1
9.7,2,2,0,1,2,2,1
8.12,2,2,0,0,1,2,1
8.74,1,0,1,1,2,3,1
7.77,0,0,0,1,1,0,1
5.34,2,2,1,0,2,1,1
9.78,3,2,0,0,3,1,1
8.31,2,2,0,0,1,1,1
6.46,3,0,0,1,0,3,1
5.43,2,2,0,0,1,2,1
9.03,3,1,1,1,2,3,1
4.52,2,1,1,0,0,1,0
4.86,0,3,1,0,2,0,0
7.35,1,3,1,1,0,2,1
6.06,3,0,0,1,3,0,1
8.77,3,1,1,0,1,3,1
6.59,2,1,1,0,2,3,1
9.89,2,3,0,0,2,2,1
7.22,0,2,0,1,1,2,1
9.72,2,3,0,1,3,1,1
4.44,2,1,0,0,2,2,1
4.47,3,0,0,0,1,3,1
4.24,3,2,1,1,1,2,1
4.91,2,2,0,1,3,0,1
8.5,0,3,1,0,1,0,1
8.28,1,2,1,1,3,1,1
6.09,3,2,1,1,2,1,1
6.84,2,1,0,1,0,2,1
8.08,2,2,1,0,1,0,1
8.73,0,3,0,1,3,0,1
8.77,1,3,1,0,0,0,1
5.47,3,1,1,0,0,2,1
5.29,0,2,1,1,3,2,1
7.13,2,2,0,0,2,1,1
7.2,2,1,1,1,0,3,1
8.18,1,3,1,1,0,0,1
8.58,0,3,0,0,2,1,1
6.31,1,3,1,1,3,1,1
6.23,0,2,1,1,0,1,1
8.29,3,1,1,1,1,2,1
6.45,3,2,1,1,3,0,1
4.34,2,0,1,1,2,0,0
7.44,3,2,1,0,0,2,1
5.71,3,2,1,0,1,3,1
4.62,2,3,0,0,3,3,1
6.68,1,2,1,0,1,1,1
9.62,3,3,1,1,0,1,1
5.68,2,3,0,1,0,2,1
8.06,1,0,0,1,3,1,1
8.07,3,2,1,0,1,1,1
4.32,1,2,1,0,2,3,1
9.24,0,3,0,1,2,2,1
4.93,2,2,0,0,0,3,1
8.9,3,3,1,0,1,1,1
9.75,2,3,1,1,2,0,1
9.44,0,0,0,0,2,2,1
6.47,2,0,1,1,0,3,1
8.13,3,3,1,1,2,0,1
5.78,1,1,1,1,2,1,1
6.35,0,3,1,0,1,2,1
6.07,0,2,0,0,2,0,0
6.24,0,2,1,1,0,0,0
8.49,2,0,0,1,2,2,1
7.35,1,2,1,0,3,0,1
7.08,1,3,0,0,3,3,1
7.24,1,3,1,0,1,3,1
6.75,2,0,1,1,1,0,1
5.07,2,0,1,0,3,2,1
5.58,1,3,1,0,2,0,1
6.44,2,1,1,0,3,1,1
8.8,0,0,1,1,1,3,1
6.28,3,3,0,0,3,0,1
7.57,1,0,0,0,0,2,1
6.76,0,3,1,0,0,0,1
4.45,1,2,1,0,2,2,1
4.62,2,1,1,0,0,0,0
5.38,2,2,1,1,0,1,1
4.86,2,1,1,1,2,3,1
5.51,0,3,0,1,0,3,1
6.07,1,0,1,0,1,0,0
5.41,1,0,1,1,0,3,1
9.45,2,3,1,0,1,3,1
6.86,2,3,1,1,3,3,1
6.5,0,3,0,0,3,0,1
7.61,3,0,1,1,1,3,1
7.3,3,3,0,1,1,2,1
7.18,3,2,0,0,2,0,1
5.06,0,2,1,0,3,1,1
6.68,1,1,0,1,0,0,0
5.0,1,3,1,1,3,3,1
8.84,2,2,1,0,3,1,1
6.36,0,2,1,0,1,1,1
8.06,3,1,1,0,2,3,1
9.24,0,2,0,1,3,2,1
9.65,1,0,1,0,1,1,1
8.82,1,0,1,0,3,3,1
9.38,1,1,1,1,1,0,1
8.53,0,0,0,0,2,0,1
7.3,1,0,0,0,0,3,1
7.95,0,3,0,0,2,0,1
6.76,2,3,0,1,2,0,1
9.78,0,1,1,1,2,0,1
7.58,1,2,1,1,0,2,1
4.24,3,3,1,0,3,3,1
9.45,1,3,0,0,0,1,1
8.59,2,2,0,1,1,2,1
9.59,1,1,0,0,3,1,1
9.06,1,2,1,0,2,3,1
7.72,3,1,1,0,2,0,1
8.93,3,3,1,1,3,0,1
8.1,3,2,1,1,0,2,1
8.77,0,1,1,0,0,2,1
6.29,2,1,1,1,2,1,1
7.56,0,3,0,1,1,3,1
4.77,0,0,0,0,3,0,0
9.54,0,2,0,1,2,1,1
9.33,0,3,0,1,0,2,1
5.23,0,0,1,1,0,3,0
6.24,2,2,0,0,0,3,1
6.0,2,1,1,0,3,2,1
7.22,2,1,1,1,0,0,1
7.22,1,3,1,1,1,3,1
4.88,3,0,1,0,1,0,0
7.11,2,3,0,0,1,2,1
9.89,0,3,0,1,3,0,1
4.13,3,1,1,0,3,0,1
9.72,3,2,1,0,3,3,1
8.87,2,0,0,1,0,0,1
8.48,1,1,1,1,0,2,1
9.03,0,3,1,1,1,1,1
8.09,3,1,0,1,3,1,1
5.37,3,2,1,0,0,3,1
9.59,0,1,1,0,0,2,1
9.71,1,2,0,1,0,3,1
7.15,2,3,1,0,2,0,1
6.79,1,2,1,0,2,1,1
6.55,1,2,1,0,2,1,1
4.25,3,0,1,0,0,3,1
7.37,1,0,0,1,1,2,1
6.59,0,2,1,0,0,0,0
4.39,2,3,0,1,0,0,0
4.12,0,1,0,0,2,2,0
7.71,1,1,0,0,1,0,1
4.53,3,2,0,1,3,3,1
4.09,2,1,0,0,3,0,0
9.81,1,0,0,1,2,3,1
7.2,2,1,0,0,2,2,1
5.84,3,2,1,1,0,0,1
4.77,1,3,1,1,3,2,1
9.59,3,0,0,0,0,1,1
6.72,0,0,0,0,0,2,0
4.34,3,1,0,1,0,1,0
5.64,3,2,1,1,2,2,1
7.95,0,3,1,0,1,0,1
5.63,0,0,1,1,3,0,1
8.82,1,2,0,1,1,2,1
6.77,1,0,1,0,2,0,1
9.75,1,2,1,0,0,2,1
8.06,2,1,0,0,3,1,1
4.14,3,1,1,1,0,2,1
7.32,3,0,0,1,1,1,1
5.49,0,0,1,0,1,2,0
5.47,1,0,0,0,3,3,1
6.17,2,0,1,1,0,0,0
7.68,0,2,0,0,3,3,1
7.25,2,1,1,0,2,3,1
5.81,1,0,1,0,1,2,1
7.95,1,3,1,0,2,3,1
6.39,2,0,0,1,0,3,1
9.87,1,2,1,0,3,1,1
6.24,3,0,1,0,2,3,1
6.48,3,0,0,0,0,1,1
9.1,1,0,0,0,0,3,1
5.96,3,1,1,0,0,2,1
5.7,0,3,0,1,2,0,1
6.74,1,0,1,0,3,2,1
7.28,2,3,1,0,0,1,1
6.14,2,2,1,0,2,3,1
5.28,3,3,0,1,2,0,1
4.78,2,0,0,0,0,0,0
4.96,3,3,0,1,1,3,1
9.78,2,3,1,1,2,1,1
4.71,2,3,1,0,0,2,1
8.83,0,1,0,0,3,3,1
6.35,1,2,1,1,1,2,1
7.4,2,1,0,0,3,2,1
5.66,2,3,1,0,3,0,1
9.82,0,2,1,1,2,1,1
4.2,1,0,1,0,2,2,0
5.55,2,3,1,1,3,3,1
8.15,1,0,1,1,3,1,1
5.09,2,3,0,0,3,0,1
8.73,1,0,0,1,3,0,1
7.1,2,1,1,1,0,1,1
5.58,3,2,1,1,2,0,1
8.72,3,0,0,1,2,0,1
5.82,1,1,0,1,1,3,1
5.35,0,1,0,0,1,3,0
6.47,2,0,1,0,0,0,0
6.76,2,1,1,1,3,0,1
5.04,0,1,1,0,0,0,0
8.56,3,3,1,1,0,2,1
9.79,2,2,0,0,2,1,1
7.18,2,3,0,0,1,2,1
7.57,0,2,1,0,0,0,1
8.17,0,1,0,0,3,0,1
5.96,3,1,0,1,3,1,1
5.01,2,1,0,0,1,2,1
5.21,2,1,0,1,3,3,1
7.25,3,3,0,0,1,0,1
5.05,2,0,0,0,0,2,0
5.76,3,0,1,0,0,0,0
9.0,3,3,1,0,3,3,1
6.26,2,2,1,0,3,2,1
6.76,3,0,0,1,3,2,1
4.21,0,2,0,0,0,3,0
6.21,0,2,1,1,1,2,1
8.72,0,3,1,1,1,3,1
4.65,0,1,1,1,2,1,0
4.06,0,2,0,0,0,0,0
9.59,1,2,0,0,1,2,1
9.58,1,2,1,1,1,2,1
7.26,3,1,0,0,1,0,1
9.1,1,3,1,0,1,0,1
4.44,2,2,1,1,0,0,0
9.5,0,3,1,0,1,0,1
7.69,2,0,0,1,1,0,1
8.55,0,3,0,1,3,3,1
8.59,0,2,0,1,2,3,1
7.49,2,0,0,1,1,1,1
4.95,3,0,1,0,0,2,1
9.49,3,3,1,1,3,3,1
4.25,2,0,0,1,0,3,0
4.62,3,2,0,0,2,1,1
9.52,0,2,1,0,3,3,1
7.73,3,1,1,0,0,2,1
5.49,2,2,0,0,1,0,0
9.93,0,1,0,0,2,1,1
9.65,3,0,0,0,1,3,1
4.38,0,3,1,0,3,1,1
6.51,1,0,1,0,1,3,1
7.99,1,3,1,1,1,3,1
4.99,2,3,0,0,1,0,1
9.18,2,1,0,0,3,2,1
4.47,0,1,0,1,2,0,0
9.98,0,1,0,0,1,2,1
5.89,0,0,1,1,3,3,1
9.81,1,3,0,0,0,1,1
4.04,2,2,0,0,1,3,1
4.95,0,1,1,1,1,2,0
7.16,3,2,1,1,1,3,1
6.34,2,0,1,0,2,0,1
6.02,1,2,0,1,3,3,1
9.04,2,3,0,0,2,1,1
8.68,1,0,0,1,1,2,1
4.8,3,2,0,0,3,1,1
8.34,1,1,1,0,2,0,1
7.93,2,2,0,0,0,3,1
7.76,0,2,0,1,0,1,1
4.02,1,1,1,1,1,3,1
9.12,3,2,0,0,1,1,1
8.43,0,3,1,0,0,2,1
4.56,2,1,1,1,0,0,0
5.97,1,2,0,1,0,1,1
9.62,3,1,0,1,2,3,1
5.55,1,1,0,0,3,2,1
6.48,3,2,1,1,3,3,1
7.36,0,3,1,0,1,0,1
6.37,0,0,1,1,2,3,1
7.11,2,3,1,0,3,2,1
8.43,2,3,1,1,0,0,1
7.74,1,1,0,0,0,1,1
5.21,0,0,1,0,2,2,0
7.26,3,3,0,0,2,0,1
7.86,2,0,1,1,1,3,1
8.53,1,1,1,0,3,2,1
4.25,2,2,1,1,3,2,1
8.33,3,3,0,1,2,1,1
4.93,3,2,1,1,2,0,1
6.5,0,1,1,1,2,1,1
7.25,2,3,1,0,3,3,1
6.81,2,3,1,0,3,3,1
4.68,3,0,1,1,2,0,1
4.64,3,2,0,0,1,2,1
9.88,1,3,1,0,2,2,1
9.67,3,1,1,0,3,1,1
4.22,0,0,0,0,3,3,0
8.19,3,3,1,1,0,2,1
5.35,3,0,0,0,2,1,1
7.5,2,0,1,1,2,3,1
9.8,0,3,1,0,1,3,1
4.39,1,1,1,1,1,0,0
8.53,3,2,1,0,3,2,1
8.28,2,2,0,0,2,3,1
5.31,2,1,1,0,0,0,0
6.17,1,3,0,1,0,0,1
7.86,0,0,0,1,2,1,1
5.77,1,0,1,1,1,1,1
8.16,3,3,1,0,3,0,1
7.45,2,0,1,1,2,1,1
8.42,3,2,1,1,1,3,1
5.24,2,1,1,0,2,3,1
7.57,2,1,0,1,3,2,1
4.87,2,1,0,1,0,1,0
6.48,1,2,0,0,1,3,1
4.06,0,2,0,1,3,1,0
9.34,1,3,1,1,3,0,1
4.96,1,3,1,0,1,3,1
8.85,2,1,1,1,2,3,1
6.65,3,0,1,0,0,1,1
7.99,1,0,1,0,2,0,1
9.57,2,2,1,0,0,2,1
9.6,3,3,1,1,2,0,1
5.0,0,1,0,0,2,2,0
7.11,3,0,0,0,0,1,1
8.78,2,0,0,1,2,2,1
4.63,3,2,1,0,0,3,1
6.64,3,3,1,1,1,1,1
6.73,3,1,0,0,0,2,1
5.07,2,2,1,0,0,0,0
5.78,2,1,0,1,1,1,1
8.34,3,0,1,1,1,3,1
9.39,3,1,1,1,3,2,1
6.25,0,2,0,1,0,0,0
7.84,1,3,1,0,3,3,1
6.99,1,1,0,0,1,2,1
9.27,2,3,1,1,0,2,1
9.22,3,1,1,1,1,3,1
9.71,3,1,0,1,2,0,1
9.69,0,1,1,1,0,2,1
8.46,3,1,0,0,2,3,1
5.03,2,0,0,0,1,2,0
5.29,1,3,1,1,2,2,1
8.79,1,3,1,1,1,0,1
9.84,1,1,0,0,3,2,1
9.95,3,2,1,1,3,2,1
8.53,2,1,0,1,0,1,1
4.6,2,0,0,1,1,1,0
6.13,2,3,1,0,1,1,1
5.49,0,0,0,1,1,0,0
4.18,0,1,0,0,1,3,0
7.49,2,3,0,1,3,0,1
8.26,0,0,0,0,3,2,1
7.91,2,1,1,0,0,0,1
6.12,2,3,1,0,3,0,1
5.91,2,1,1,0,3,1,1
4.84,3,2,0,0,3,0,1
7.25,0,1,0,1,2,3,1
8.63,2,2,1,0,1,3,1
9.0,0,1,1,1,0,1,1
9.85,0,2,1,1,1,1,1
8.55,2,2,0,1,0,0,1
7.08,2,1,1,1,1,2,1
4.32,2,0,1,1,1,0,0
5.04,3,1,0,0,0,3,1
6.34,1,1,1,1,1,3,1
7.07,3,1,1,1,0,1,1
5.48,0,0,1,0,3,0,0
5.59,0,0,0,0,2,1,0
7.03,2,1,0,1,0,0,1
9.36,3,3,1,1,3,2,1
4.34,0,0,1,1,0,3,0
4.31,1,3,0,1,1,0,0
6.03,0,2,1,0,1,2,1
9.17,3,3,0,0,3,0,1
6.13,0,0,1,0,0,3,0
7.82,3,2,0,1,0,2,1
6.71,3,1,1,0,0,3,1
6.24,0,2,0,0,0,3,1
4.65,2,3,0,0,2,3,1
8.15,1,2,0,1,2,3,1
4.06,1,3,0,1,0,2,0
8.59,0,1,1,1,3,2,1
8.67,1,3,0,1,2,0,1
7.17,0,3,0,0,2,3,1
8.34,2,0,0,0,0,3,1
7.86,1,0,0,0,0,1,1
6.27,2,2,0,1,0,3,1
8.21,0,0,1,1,1,0,1
8.37,1,2,0,1,1,0,1
5.01,0,0,0,0,2,0,0
7.95,1,2,0,0,0,1,1
9.33,0,0,0,1,1,1,1
4.14,0,2,1,0,2,3,1
5.06,0,2,0,1,1,3,1
4.41,3,1,0,0,2,0,0
7.05,3,0,1,1,3,1,1
6.91,2,1,1,0,1,3,1
6.58,0,0,0,1,3,2,1
5.05,2,0,1,1,2,0,1
6.05,1,0,1,1,2,2,1
7.39,0,1,0,0,2,0,1
9.91,0,3,1,0,3,3,1
9.76,2,2,0,0,3,1,1
6.35,0,2,1,0,1,1,1
6.33,1,0,1,1,3,2,1
4.55,0,1,0,1,3,0,0
9.23,3,0,1,1,0,3,1
4.29,3,2,0,1,0,1,0
4.91,2,0,0,1,2,2,1
7.6,3,2,1,1,0,0,1
4.89,1,2,1,0,1,2,1
6.94,2,0,0,0,3,3,1
7.7,0,1,0,0,2,3,1
6.19,1,2,1,0,1,1,1
7.89,0,1,0,1,2,0,1
8.41,1,0,0,0,1,0,1
4.51,3,3,0,1,2,2,1
5.6,2,1,1,1,1,3,1
4.67,2,0,1,0,1,0,0
5.01,0,3,1,0,0,3,1
7.18,3,1,1,0,0,2,1
7.43,1,3,0,1,0,0,1
4.87,3,0,0,0,0,1,0
6.86,3,2,1,0,3,1,1
8.34,2,1,0,1,2,1,1
7.28,3,2,1,1,1,0,1
4.36,1,1,0,0,2,3,1
9.9,2,1,1,1,3,1,1
5.67,1,3,1,0,3,0,1
8.92,3,1,1,1,1,0,1
6.86,1,0,1,0,1,1,1
7.78,3,0,0,1,3,0,1
